Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Enforcement of Westbank Environment Laws,(k)(i),orders imposing negotiated settlements and other appropriate orders in situations of violation;,xiv environment environmental protection enforcement westbank environment law order imposing negotiated settlement appropriate order situation violation
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Enforcement of Westbank Environment Laws,(l),the establishment of capacities for the effective enforcement of such laws and regulations enacted under any of the authorities related to environmental protection and environmental assessment identified in this Agreement.,xiv environment environmental protection enforcement westbank environment law establishment capacity effective enforcement law regulation enacted authority related environmental protection environmental assessment identified agreement
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Enforcement of Westbank Environment Laws,,Westbank First Nation may set up mechanisms for it to apply to a court of competent jurisdiction for injunction orders consistent with those under federal legislation in relation to environment.,xiv environment environmental protection enforcement westbank environment law westbank may set mechanism apply court competent jurisdiction injunction order consistent federal legislation relation environment
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(117),"For the environmental assessment provisions of this Agreement, the definitions of:
        
""environment"", ""environmental effect"", ""mediation"" and ""proponent"" shall be as set out in the Canadian Environmental Assessment Act;
the definition of ""project"" shall be:
            
as set out in part (a) of the definition of ""project"" as set out in Canadian Environmental Assessment Act; or
any proposed physical activity not relating to a physical work that is prescribed or is within a class of physical activities that is prescribed pursuant to Westbank Law; and


""review panel"" means a body established to hold public hearings in a manner that offers the public an opportunity to participate in the environmental assessment of the project.

",xiv environment environmental protection environmental assessment environmental assessment provision agreement definition environment environmental effect mediation proponent shall set canadian environmental assessment act definition project shall set definition project set canadian environmental assessment act proposed physical activity relating physical work prescribed within class physical activity prescribed pursuant westbank law review panel mean body established hold public hearing manner offer public opportunity participate environmental assessment project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(117)(a),"""environment"", ""environmental effect"", ""mediation"" and ""proponent"" shall be as set out in the Canadian Environmental Assessment Act;",xiv environment environmental protection environmental assessment environment environmental effect mediation proponent shall set canadian environmental assessment act
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b),"the definition of ""project"" shall be:
            
as set out in part (a) of the definition of ""project"" as set out in Canadian Environmental Assessment Act; or
any proposed physical activity not relating to a physical work that is prescribed or is within a class of physical activities that is prescribed pursuant to Westbank Law; and

",xiv environment environmental protection environmental assessment definition project shall set definition project set canadian environmental assessment act proposed physical activity relating physical work prescribed within class physical activity prescribed pursuant westbank law
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b)(i),"as set out in part (a) of the definition of ""project"" as set out in Canadian Environmental Assessment Act; or",xiv environment environmental protection environmental assessment set definition project set canadian environmental assessment act
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b)(ii),any proposed physical activity not relating to a physical work that is prescribed or is within a class of physical activities that is prescribed pursuant to Westbank Law; and,xiv environment environmental protection environmental assessment proposed physical activity relating physical work prescribed within class physical activity prescribed pursuant westbank law
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(c),"""review panel"" means a body established to hold public hearings in a manner that offers the public an opportunity to participate in the environmental assessment of the project.",xiv environment environmental protection environmental assessment review panel mean body established hold public hearing manner offer public opportunity participate environmental assessment project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,,Westbank First Nation has jurisdiction in relation to environmental assessment for projects on Westbank Lands.,xiv environment environmental protection environmental assessment westbank jurisdiction relation environmental assessment project westbank land
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(118),Westbank Law in relation to environmental assessment shall provide for a determination of projects on Westbank Lands that are subject to an environmental assessment.,xiv environment environmental protection environmental assessment westbank law relation environmental assessment shall provide determination project westbank land subject environmental assessment
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(119),"The Westbank First Nation environmental assessment process shall provide that projects subject to an environmental assessment, as determined under the laws and regulations created pursuant to section 159, cannot be authorized until such an environmental assessment has been conducted and the proper authorization has been obtained by the proponent.",xiv environment environmental protection environmental assessment westbank environmental assessment process shall provide project subject environmental assessment determined law regulation created pursuant authorized environmental assessment conducted proper authorization obtained proponent
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(120),Any laws and regulations created pursuant to section 159 establishing an environmental assessment process shall maintain or exceed the requirements of the Canadian Environmental Assessment Act.,xiv environment environmental protection environmental assessment law regulation created pursuant establishing environmental assessment process shall maintain exceed requirement canadian environmental assessment act
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(121),"For greater certainty, where the following requirements are contained in the Canadian Environmental Assessment Act, the Westbank First Nation environmental assessment process established pursuant to section 159 shall provide:
        
that the following factors are taken into consideration in the environmental assessment process:
            
the environmental effects of the project, including the environmental effects of malfunctions or accidents that may occur in connection with the project and any cumulative environmental effects that are likely to result from the project in combination with other projects or activities that have been or will be carried out;
the significance of the environmental effects;
comments from the public received in accordance with Westbank First Nation environmental assessment laws;
measures that are technically and economically feasible and would mitigate any significant adverse environmental effects of the project; and
where projects are likely to have significant adverse environmental effects, provide for the consideration of the following additional factors:
                
the purpose of the project;
alternative means of carrying out the project that are technically feasible and the environmental effects of any such alternative means;
the need for, and the requirements of, any follow-up program in respect of the project; and
the capacity of renewable resources that are likely to be significantly affected by the project to meet the needs of the present and those of the future;




where appropriate, for public participation and public access to the environmental assessment information in the assessment of the project;
the opportunity for mediation or establishment of a review panel where a project is likely to have significant adverse environmental effects;
for a requirement that decision makers take the environmental assessment report, and, where applicable, the implementation of the mitigation measures into consideration prior to taking any action or making any decision that would enable the project to be carried out in whole or in part;
for any decision-making authority in relation to the project to ensure that the mitigation measures are implemented; and
for any other activities or principles that facilitate an effective and efficient assessment.

",xiv environment environmental protection environmental assessment greater certainty following requirement contained canadian environmental assessment act westbank environmental assessment process established pursuant shall provide following factor taken consideration environmental assessment process environmental effect project including environmental effect malfunction accident may occur connection project cumulative environmental effect likely result project combination project activity carried significance environmental effect comment public received accordance westbank environmental assessment law measure technically economically feasible would mitigate significant adverse environmental effect project project likely significant adverse environmental effect provide consideration following additional factor purpose project alternative mean carrying project technically feasible environmental effect alternative mean need requirement followup program respect project capacity renewable resource likely significantly affected project meet need present future appropriate public participation public access environmental assessment information assessment project opportunity mediation establishment review panel project likely significant adverse environmental effect requirement decision maker take environmental assessment report applicable implementation mitigation measure consideration prior taking action making decision would enable project carried whole decisionmaking authority relation project ensure mitigation measure implemented activity principle facilitate effective efficient assessment
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(121)(a),"that the following factors are taken into consideration in the environmental assessment process:
            
the environmental effects of the project, including the environmental effects of malfunctions or accidents that may occur in connection with the project and any cumulative environmental effects that are likely to result from the project in combination with other projects or activities that have been or will be carried out;
the significance of the environmental effects;
comments from the public received in accordance with Westbank First Nation environmental assessment laws;
measures that are technically and economically feasible and would mitigate any significant adverse environmental effects of the project; and
where projects are likely to have significant adverse environmental effects, provide for the consideration of the following additional factors:
                
the purpose of the project;
alternative means of carrying out the project that are technically feasible and the environmental effects of any such alternative means;
the need for, and the requirements of, any follow-up program in respect of the project; and
the capacity of renewable resources that are likely to be significantly affected by the project to meet the needs of the present and those of the future;



",xiv environment environmental protection environmental assessment following factor taken consideration environmental assessment process environmental effect project including environmental effect malfunction accident may occur connection project cumulative environmental effect likely result project combination project activity carried significance environmental effect comment public received accordance westbank environmental assessment law measure technically economically feasible would mitigate significant adverse environmental effect project project likely significant adverse environmental effect provide consideration following additional factor purpose project alternative mean carrying project technically feasible environmental effect alternative mean need requirement followup program respect project capacity renewable resource likely significantly affected project meet need present future
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(a)(i),"the environmental effects of the project, including the environmental effects of malfunctions or accidents that may occur in connection with the project and any cumulative environmental effects that are likely to result from the project in combination with other projects or activities that have been or will be carried out;",xiv environment environmental protection environmental assessment environmental effect project including environmental effect malfunction accident may occur connection project cumulative environmental effect likely result project combination project activity carried
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(a)(ii),the significance of the environmental effects;,xiv environment environmental protection environmental assessment significance environmental effect
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(a)(iii),comments from the public received in accordance with Westbank First Nation environmental assessment laws;,xiv environment environmental protection environmental assessment comment public received accordance westbank environmental assessment law
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(a)(iv),measures that are technically and economically feasible and would mitigate any significant adverse environmental effects of the project; and,xiv environment environmental protection environmental assessment measure technically economically feasible would mitigate significant adverse environmental effect project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(a)(v),"where projects are likely to have significant adverse environmental effects, provide for the consideration of the following additional factors:
                
the purpose of the project;
alternative means of carrying out the project that are technically feasible and the environmental effects of any such alternative means;
the need for, and the requirements of, any follow-up program in respect of the project; and
the capacity of renewable resources that are likely to be significantly affected by the project to meet the needs of the present and those of the future;

",xiv environment environmental protection environmental assessment project likely significant adverse environmental effect provide consideration following additional factor purpose project alternative mean carrying project technically feasible environmental effect alternative mean need requirement followup program respect project capacity renewable resource likely significantly affected project meet need present future
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b),the purpose of the project;,xiv environment environmental protection environmental assessment purpose project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(c),alternative means of carrying out the project that are technically feasible and the environmental effects of any such alternative means;,xiv environment environmental protection environmental assessment alternative mean carrying project technically feasible environmental effect alternative mean
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(d),"the need for, and the requirements of, any follow-up program in respect of the project; and",xiv environment environmental protection environmental assessment need requirement followup program respect project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(e),the capacity of renewable resources that are likely to be significantly affected by the project to meet the needs of the present and those of the future;,xiv environment environmental protection environmental assessment capacity renewable resource likely significantly affected project meet need present future
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(f),"where appropriate, for public participation and public access to the environmental assessment information in the assessment of the project;",xiv environment environmental protection environmental assessment appropriate public participation public access environmental assessment information assessment project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(g),the opportunity for mediation or establishment of a review panel where a project is likely to have significant adverse environmental effects;,xiv environment environmental protection environmental assessment opportunity mediation establishment review panel project likely significant adverse environmental effect
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(h),"for a requirement that decision makers take the environmental assessment report, and, where applicable, the implementation of the mitigation measures into consideration prior to taking any action or making any decision that would enable the project to be carried out in whole or in part;",xiv environment environmental protection environmental assessment requirement decision maker take environmental assessment report applicable implementation mitigation measure consideration prior taking action making decision would enable project carried whole
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(i),for any decision-making authority in relation to the project to ensure that the mitigation measures are implemented; and,xiv environment environmental protection environmental assessment decisionmaking authority relation project ensure mitigation measure implemented
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(j),for any other activities or principles that facilitate an effective and efficient assessment.,xiv environment environmental protection environmental assessment activity principle facilitate effective efficient assessment
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,,"The Westbank First Nation environmental assessment process shall be structured to promote the implementation of the ""proponent pays principle"" which establishes that proponents are responsible for costs associated with the environmental assessment process including the preparation of the environmental assessment report, mitigation measures, follow-up programs and public consultation.",xiv environment environmental protection environmental assessment westbank environmental assessment process shall structured promote implementation proponent pay principle establishes proponent responsible cost associated environmental assessment process including preparation environmental assessment report mitigation measure followup program public consultation
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(122),"For greater certainty, any laws created under section 159 shall not diminish the federal government's ability to set and implement national standards, voluntary and regulatory, for environmental assessments.",xiv environment environmental protection environmental assessment greater certainty law created shall diminish federal government ability set implement national standard voluntary regulatory environmental assessment
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(123),"In the event of a conflict between federal law in relation to environmental assessment and Westbank Law enacted in accordance with any provisions of this Agreement, the federal law shall prevail to the extent of the conflict.",xiv environment environmental protection environmental assessment event conflict federal law relation environmental assessment westbank law enacted accordance provision agreement federal law shall prevail extent conflict
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(124),"Any person, body, commission or entity established by and accountable to Council to carry out the environmental assessment process may delegate any responsibility or authority, other than decision-making authority that would determine whether a project would be carried out or referred to a review panel, to another person, body, commission or entity.",xiv environment environmental protection environmental assessment person body commission entity established accountable council carry environmental assessment process may delegate responsibility authority decisionmaking authority would determine whether project would carried referred review panel another person body commission entity
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(125),"Where there is an environmental assessment subject to a review panel pursuant to Westbank First Nation environmental assessment law, the review panel shall:
        
have the power to summon witnesses and compel them to give evidence and produce documents the review panel considers necessary for conducting its assessment of the project;
have the same power to enforce the attendance of witnesses and to compel them to give evidence and produce documents and other things as is vested in a court of record;
hold the review in public in whole, or to the extent necessary to protect the witness, in part, where a review panel is satisfied after representations made by a witness that specific, direct and substantial harm would be caused to the witness by the disclosure of the evidence, documents or other things that the witness is ordered to give or produce;
have any summons issued by the review panel pursuant to the power set out in subsection 168(a), for the purpose of enforcement, be made a summons of a court of competent jurisdiction by following the usual practice and procedure of that court;
not be subject to any legal action or other proceeding against it or a person on it for or in respect of anything done or omitted to be done, during the course of, and for the purposes of, the assessment by the review panel; and
have other powers and authority comparable to but not greater than similar bodies or panels under federal environmental assessment legislation.

",xiv environment environmental protection environmental assessment environmental assessment subject review panel pursuant westbank environmental assessment law review panel shall power summon witness compel give evidence produce document review panel considers necessary conducting assessment project power enforce attendance witness compel give evidence produce document thing vested court record hold review public whole extent necessary protect witness review panel satisfied representation made witness specific direct substantial harm would caused witness disclosure evidence document thing witness ordered give produce summons issued review panel pursuant power set purpose enforcement made summons court competent jurisdiction following usual practice procedure court subject legal action proceeding person respect anything done omitted done course purpose assessment review panel power authority comparable greater similar body panel federal environmental assessment legislation
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(125)(a),have the power to summon witnesses and compel them to give evidence and produce documents the review panel considers necessary for conducting its assessment of the project;,xiv environment environmental protection environmental assessment power summon witness compel give evidence produce document review panel considers necessary conducting assessment project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b),have the same power to enforce the attendance of witnesses and to compel them to give evidence and produce documents and other things as is vested in a court of record;,xiv environment environmental protection environmental assessment power enforce attendance witness compel give evidence produce document thing vested court record
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(c),"hold the review in public in whole, or to the extent necessary to protect the witness, in part, where a review panel is satisfied after representations made by a witness that specific, direct and substantial harm would be caused to the witness by the disclosure of the evidence, documents or other things that the witness is ordered to give or produce;",xiv environment environmental protection environmental assessment hold review public whole extent necessary protect witness review panel satisfied representation made witness specific direct substantial harm would caused witness disclosure evidence document thing witness ordered give produce
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(d),"have any summons issued by the review panel pursuant to the power set out in subsection 168(a), for the purpose of enforcement, be made a summons of a court of competent jurisdiction by following the usual practice and procedure of that court;",xiv environment environmental protection environmental assessment summons issued review panel pursuant power set purpose enforcement made summons court competent jurisdiction following usual practice procedure court
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(e),"not be subject to any legal action or other proceeding against it or a person on it for or in respect of anything done or omitted to be done, during the course of, and for the purposes of, the assessment by the review panel; and",xiv environment environmental protection environmental assessment subject legal action proceeding person respect anything done omitted done course purpose assessment review panel
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(f),have other powers and authority comparable to but not greater than similar bodies or panels under federal environmental assessment legislation.,xiv environment environmental protection environmental assessment power authority comparable greater similar body panel federal environmental assessment legislation
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,,"Where a project is subject to the Westbank First Nation environmental assessment process, Council may, by order, prohibit the proponent from undertaking any work in advance of the completion of the environmental assessment pursuant to Westbank Law.",xiv environment environmental protection environmental assessment project subject westbank environmental assessment process council may order prohibit proponent undertaking work advance completion environmental assessment pursuant westbank law
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(126),"Canada and Westbank First Nation agree to negotiate and attempt to reach agreement on harmonizing their respective environmental assessment regimes and processes, with the involvement of the province where the province agrees to participate, to promote effective and consistent environmental assessment regimes and processes and to avoid uncertainty and duplication.",xiv environment environmental protection environmental assessment canada westbank agree negotiate attempt reach agreement harmonizing respective environmental assessment regime process involvement province province agrees participate promote effective consistent environmental assessment regime process avoid uncertainty duplication
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(127),"Where a project is subject to the Westbank First Nation environmental assessment process and that of the Canadian Environmental Assessment Act, Canada and Westbank First Nation shall, where possible, pursuant to any harmonization agreement resulting from section 170, implement the principle that the Westbank First Nation environmental assessment procedures and time periods relating to environmental assessment shall be used.",xiv environment environmental protection environmental assessment project subject westbank environmental assessment process canadian environmental assessment act canada westbank shall possible pursuant harmonization agreement resulting implement principle westbank environmental assessment procedure time period relating environmental assessment shall used
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(128),"

Where Canada undertakes a public review pursuant to the Canadian Environmental Assessment Act for a project which is likely to have significant adverse environmental effects on Westbank Lands, Westbank First Nation shall be entitled to nominate a person to the panel.
Where a project is subject to the Canadian Environmental Assessment Act and is likely to have significant adverse environmental effects on Westbank Lands, Canada shall ensure that Westbank First Nation:
            
receives timely notice of, and relevant information in Canada's possession on, the project and the potential environmental effects, subject to relevant privacy legislation; and
is consulted and provided with an opportunity to participate in the environmental assessment applicable to the project.


Where Westbank First Nation undertakes a public review pursuant to its environmental assessment process for a project that is likely to have significant adverse environmental effects on other federal Crown land, Canada shall be entitled to nominate a person to the panel.
Where a project subject to the Westbank First Nation environmental assessment process is likely to have significant adverse environmental effects on other federal Crown lands, Westbank First Nation shall ensure that Canada:
            
receives timely notice of, and relevant information in Westbank First Nation's possession on, the project and the potential environmental effects, subject to relevant privacy legislation; and
is consulted and provided with an opportunity to participate in the environmental assessment applicable to the project.



",xiv environment environmental protection environmental assessment canada undertakes public review pursuant canadian environmental assessment act project likely significant adverse environmental effect westbank land westbank shall entitled nominate person panel project subject canadian environmental assessment act likely significant adverse environmental effect westbank land canada shall ensure westbank receives timely notice relevant information canada possession project potential environmental effect subject relevant privacy legislation consulted provided opportunity participate environmental assessment applicable project westbank undertakes public review pursuant environmental assessment process project likely significant adverse environmental effect federal crown land canada shall entitled nominate person panel project subject westbank environmental assessment process likely significant adverse environmental effect federal crown land westbank shall ensure canada receives timely notice relevant information westbank nation possession project potential environmental effect subject relevant privacy legislation consulted provided opportunity participate environmental assessment applicable project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(128)(a),"Where Canada undertakes a public review pursuant to the Canadian Environmental Assessment Act for a project which is likely to have significant adverse environmental effects on Westbank Lands, Westbank First Nation shall be entitled to nominate a person to the panel.",xiv environment environmental protection environmental assessment canada undertakes public review pursuant canadian environmental assessment act project likely significant adverse environmental effect westbank land westbank shall entitled nominate person panel
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b),"Where a project is subject to the Canadian Environmental Assessment Act and is likely to have significant adverse environmental effects on Westbank Lands, Canada shall ensure that Westbank First Nation:
            
receives timely notice of, and relevant information in Canada's possession on, the project and the potential environmental effects, subject to relevant privacy legislation; and
is consulted and provided with an opportunity to participate in the environmental assessment applicable to the project.

",xiv environment environmental protection environmental assessment project subject canadian environmental assessment act likely significant adverse environmental effect westbank land canada shall ensure westbank receives timely notice relevant information canada possession project potential environmental effect subject relevant privacy legislation consulted provided opportunity participate environmental assessment applicable project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b)(i),"receives timely notice of, and relevant information in Canada's possession on, the project and the potential environmental effects, subject to relevant privacy legislation; and",xiv environment environmental protection environmental assessment receives timely notice relevant information canada possession project potential environmental effect subject relevant privacy legislation
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(b)(ii),is consulted and provided with an opportunity to participate in the environmental assessment applicable to the project.,xiv environment environmental protection environmental assessment consulted provided opportunity participate environmental assessment applicable project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(c),"Where Westbank First Nation undertakes a public review pursuant to its environmental assessment process for a project that is likely to have significant adverse environmental effects on other federal Crown land, Canada shall be entitled to nominate a person to the panel.",xiv environment environmental protection environmental assessment westbank undertakes public review pursuant environmental assessment process project likely significant adverse environmental effect federal crown land canada shall entitled nominate person panel
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(d),"Where a project subject to the Westbank First Nation environmental assessment process is likely to have significant adverse environmental effects on other federal Crown lands, Westbank First Nation shall ensure that Canada:
            
receives timely notice of, and relevant information in Westbank First Nation's possession on, the project and the potential environmental effects, subject to relevant privacy legislation; and
is consulted and provided with an opportunity to participate in the environmental assessment applicable to the project.

",xiv environment environmental protection environmental assessment project subject westbank environmental assessment process likely significant adverse environmental effect federal crown land westbank shall ensure canada receives timely notice relevant information westbank nation possession project potential environmental effect subject relevant privacy legislation consulted provided opportunity participate environmental assessment applicable project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(d)(i),"receives timely notice of, and relevant information in Westbank First Nation's possession on, the project and the potential environmental effects, subject to relevant privacy legislation; and",xiv environment environmental protection environmental assessment receives timely notice relevant information westbank nation possession project potential environmental effect subject relevant privacy legislation
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(d)(ii),is consulted and provided with an opportunity to participate in the environmental assessment applicable to the project.,xiv environment environmental protection environmental assessment consulted provided opportunity participate environmental assessment applicable project
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(129),"In addition to section 170, for legislative bodies other than Canada and the province that have environmental assessment processes, Westbank First Nation shall consider harmonization of environmental assessment processes with the other legislative bodies.",xiv environment environmental protection environmental assessment addition legislative body canada province environmental assessment process westbank shall consider harmonization environmental assessment process legislative body
Westbank First Nation Self-Government,2005,Part XIV - Environment Environmental Protection,Environmental Assessment,(130),Westbank First Nation shall enact laws establishing a Westbank First Nation environmental assessment process in accordance with this Part. These laws shall come into force within 12 months of the Effective Date.,xiv environment environmental protection environmental assessment westbank shall enact law establishing westbank environmental assessment process accordance law shall come force within month effective date
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,(131),"Westbank First Nation has jurisdiction in relation to preservation, promotion and development of Okanagan culture and language on Westbank Lands including:
      
the management, preservation and protection of archaeological sites on Westbank Lands including the issuance of permits and licences for excavation of archaeological sites;
the management, disposal and development of, and access to burial sites and heritage sites which are located on Westbank Lands and which are of spiritual or religious significance to Members;
the conservation, management and disposal of objects on Westbank Lands which are of religious or cultural significance to Members;
use, preservation and promotion of Okanagan language; and
authorization or accreditation for the use, reproduction and representation of Okanagan cultural symbols and practices and the teaching of Okanagan language on Westbank Lands.

",xv culture language westbank jurisdiction relation preservation promotion development okanagan culture language westbank land including management preservation protection archaeological site westbank land including issuance permit licence excavation archaeological site management disposal development access burial site heritage site located westbank land spiritual religious significance member conservation management disposal object westbank land religious cultural significance member use preservation promotion okanagan language authorization accreditation use reproduction representation okanagan cultural symbol practice teaching okanagan language westbank land
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,(131)(a),"the management, preservation and protection of archaeological sites on Westbank Lands including the issuance of permits and licences for excavation of archaeological sites;",xv culture language management preservation protection archaeological site westbank land including issuance permit licence excavation archaeological site
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,(b),"the management, disposal and development of, and access to burial sites and heritage sites which are located on Westbank Lands and which are of spiritual or religious significance to Members;",xv culture language management disposal development access burial site heritage site located westbank land spiritual religious significance member
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,(c),"the conservation, management and disposal of objects on Westbank Lands which are of religious or cultural significance to Members;",xv culture language conservation management disposal object westbank land religious cultural significance member
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,(d),"use, preservation and promotion of Okanagan language; and",xv culture language use preservation promotion okanagan language
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,(e),"authorization or accreditation for the use, reproduction and representation of Okanagan cultural symbols and practices and the teaching of Okanagan language on Westbank Lands.",xv culture language authorization accreditation use reproduction representation okanagan cultural symbol practice teaching okanagan language westbank land
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,,"Except as otherwise provided in this Agreement, in the event of a conflict between Westbank Law in relation to Okanagan language and culture on Westbank Lands and federal law, Westbank Law shall prevail to the extent of the conflict.",xv culture language except otherwise provided agreement event conflict westbank law relation okanagan language culture westbank land federal law westbank law shall prevail extent conflict
Westbank First Nation Self-Government,2005,Part XV - Culture and Language,,(132),"Canada and Westbank First Nation recognize the integral role of Okanagan artifacts in the continuation of Okanagan culture, values and spiritual practices for Westbank First Nation.",xv culture language canada westbank recognize integral role okanagan artifact continuation okanagan culture value spiritual practice westbank
