agreement,year,provisionNum,part,section,provisionText
Anishinabek Nation Governance Agreement,2019,5.15,Chapter 5,E'Dbendaagzijig Law,"A person who was eligible to become a member of the First Nation according to the membership provisions of the Indian Act or according to the membership code of that First Nation, immediately prior to the enactment of an E'Dbendaagzijig law, will be deemed eligible to become an E'Dbendaagzijig of that First Nation, after an E'Dbendaagzijig law comes into force."
Anishinabek Nation Governance Agreement,2019,5.16,Chapter 5,E'Dbendaagzijig Law,"A First Nation E'Dbendaagzijig law enacted under this Agreement may not remove a person whose name is entered on a band list, as defined in the Indian Act, for that band, by reason only of a situation that existed or action taken before a First Nation E'Dbendaagzijig law comes into force."
Anishinabek Nation Governance Agreement,2019,5.17,Chapter 5,E'Dbendaagzijig Law,A person entitled to be registered as an Indian under the Indian Act will continue to be entitled to be registered as an Indian under the Indian Act after an E'Dbendaagzijig law of a First Nation comes into force.
Anishinabek Nation Governance Agreement,2019,5.18,Chapter 5,E'Dbendaagzijig Law,"In the event of a Conflict between a First Nation law enacted pursuant to section 5.12 and an Anishinabek Nation law enacted pursuant to section 4.14, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,5.19,Chapter 5,E'Dbendaagzijig Law,"Except as set out in this Agreement, in the event of a Conflict between a federal law and a First Nation law enacted pursuant to section 5.12, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,5.20,Chapter 5,Culture and Language,"Each First Nation has the power to enact laws with respect to the preservation, promotion and development of its culture and language."
Anishinabek Nation Governance Agreement,2019,5.21,Chapter 5,Culture and Language,"In the event of a Conflict between a First Nation law enacted pursuant to section 5.20 and an Anishinabek Nation law enacted pursuant to section 4.19, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,5.22,Chapter 5,Culture and Language,"Except as set out in this Agreement, in the event of a Conflict between a federal law and a First Nation law enacted pursuant to section 5.20, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,5.23,Chapter 5,Management and Operation,"Each First Nation has the power to enact laws with respect to the management and operation of the First Nation Government, including:"
Anishinabek Nation Governance Agreement,2019,5.23(a),Chapter 5,Management and Operation,"the financial administration of the First Nation Government, including its financial accountability to its E'Dbendaagzijig"
Anishinabek Nation Governance Agreement,2019,5.23(b),Chapter 5,Management and Operation,"the powers, duties and responsibilities of officers, elected officials and appointees of the First Nation Government"
Anishinabek Nation Governance Agreement,2019,5.23(c),Chapter 5,Management and Operation,"the conduct of meetings, including First Nation community meetings and First Nation council meetings"
Anishinabek Nation Governance Agreement,2019,5.23(d),Chapter 5,Management and Operation,the establishment and management and operation of Anishinaabe Institutions
Anishinabek Nation Governance Agreement,2019,5.23(e),Chapter 5,Management and Operation,access to information and the protection of privacy
Anishinabek Nation Governance Agreement,2019,5.24,Chapter 5,Management and Operation,"A First Nation may, in the exercise of law-making power under this Agreement, make laws with respect to the personal immunity from civil liability of employees, officers, elected officials or appointees of the First Nation Government or Anishinaabe Institutions, provided that the First Nation Government, as employer, retains vicarious liability for acts or omissions of employees, officers, elected officials or appointees of the First Nation Government and Anishinaabe Institutions covered by the immunity."
Anishinabek Nation Governance Agreement,2019,5.25,Chapter 5,Management and Operation,"Except as set out in this Agreement, in the event of a Conflict between a federal law and a First Nation law enacted pursuant to sections 5.23 or 5.24, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,5.26,Chapter 5,Management and Operation,A law of a First Nation passed pursuant to sub-section 5.23(e) will not provide access to personal information of a kind that is generally unavailable under federal or provincial law.
Anishinabek Nation Governance Agreement,2019,5.27,Chapter 5,Effective Date of a First Nation Law,"Except as set out in this Agreement, a law of a First Nation will come into force at the beginning of the day following its enactment or such later date as may be set out in that law."
Anishinabek Nation Governance Agreement,2019,5.28,Chapter 5,Delegation of Law-Making Powers by a First Nation,"Each First Nation may delegate, in whole or in part, a law-making power under this Agreement to the Anishinabek Nation."
Anishinabek Nation Governance Agreement,2019,5.29,Chapter 5,Delegation of Law-Making Powers by a First Nation,The terms and conditions associated with a delegation of law-making power by a First Nation under section 5.28 will be set out in writing.
Anishinabek Nation Governance Agreement,2019,5.30,Chapter 5,Delegation of Law-Making Powers by a First Nation,The First Nation will remain accountable to its E'Dbendaagzijig for the exercise of any law-making power it delegates.
Anishinabek Nation Governance Agreement,2019,5.31,Chapter 5,Delegation of Law-Making Powers by a First Nation,The Anishinabek Nation will be accountable to the First Nation for the exercise of a law-making power delegated to it under section 5.28 and may not further delegate that law-making power.
Anishinabek Nation Governance Agreement,2019,5.32,Chapter 5,Delegation of Authority by a First Nation,"Each First Nation may delegate any of its authorities, under this Agreement to:"
Anishinabek Nation Governance Agreement,2019,5.32(a),Chapter 5,Delegation of Authority by a First Nation,a department or office of the First Nation Government
Anishinabek Nation Governance Agreement,2019,5.32(b),Chapter 5,Delegation of Authority by a First Nation,an official identified in a First Nation law
Anishinabek Nation Governance Agreement,2019,5.32(c),Chapter 5,Delegation of Authority by a First Nation,the Anishinabek Nation
Anishinabek Nation Governance Agreement,2019,5.32(d),Chapter 5,Delegation of Authority by a First Nation,"an Anishinaabe Institution
          or"
Anishinabek Nation Governance Agreement,2019,5.32(e),Chapter 5,Delegation of Authority by a First Nation,any legal entity authorized by the First Nation
Anishinabek Nation Governance Agreement,2019,5.33,Chapter 5,Delegation of Authority by a First Nation,The terms and conditions associated with a delegation of authority by the First Nation under section 5.32 will be set out in writing.
Anishinabek Nation Governance Agreement,2019,5.34,Chapter 5,Delegation of Authority by a First Nation,The First Nation will remain accountable to its E'Dbendaagzijig for the exercise of any authority it delegates.
Anishinabek Nation Governance Agreement,2019,5.35,Chapter 5,Delegation of Authority by a First Nation,The recipient of an authority delegated under section 5.32 will be accountable to the First Nation for the exercise of that authority and may not further delegate that authority.
Anishinabek Nation Governance Agreement,2019,5.36,Chapter 5,Delegation of Authority by a First Nation,A First Nation may enter into an agreement to receive a delegation of authority.
Anishinabek Nation Governance Agreement,2019,5.37,Chapter 5,Proposed Law or Decision,"Each First Nation will provide an opportunity to its E'Dbendaagzijig, and to any person who resides on the Reserve of that First Nation and who may be directly and significantly affected by any proposed law or Decision of that First Nation under this Agreement, to make representations about that law or Decision in accordance with the principles of procedural fairness."
Anishinabek Nation Governance Agreement,2019,5.38,Chapter 5,Proposed Law or Decision,"An Anishinaabe Institution established by a First Nation will provide an opportunity to E'Dbendaagzijig, and to any person who resides on the Reserve of that First Nation and who may be directly and significantly affected by a proposed Decision of the Anishinaabe Institution, to make representations about that Decision in accordance with the principles of procedural fairness."
Anishinabek Nation Governance Agreement,2019,5.39,Chapter 5,Participation in Anishinaabe Institutions,"Where it establishes an Anishinaabe Institution, a First Nation will provide an opportunity for its E'Dbendaagzijig, and for persons who reside on the Reserve of that First Nation and who may be directly and significantly affected by that Anishinaabe Institution, to participate in that Anishinaabe Institution. The means of participation will be set out at the time the Anishinaabe Institution is established."
Anishinabek Nation Governance Agreement,2019,5.40,Chapter 5,Appeal or Review of a First Nation Decision,Where a First Nation makes a Decision it will provide for the appeal or review of that Decision by any person who is directly and significantly affected.
Anishinabek Nation Governance Agreement,2019,5.41,Chapter 5,Appeal or Review of a First Nation Decision,"Where an Anishinaabe Institution is established, a First Nation law or other authority will also provide for the appeal or review of a Decision of that Anishinaabe Institution by any person who is directly and significantly affected."
Anishinabek Nation Governance Agreement,2019,5.42,Chapter 5,Anishinaabe Institution for the Appeal or Review of a First Nation Decision,A First Nation may establish an Anishinaabe Institution to hear the appeal or review of a Decision made by that First Nation or by any of its Anishinaabe Institutions.
Anishinabek Nation Governance Agreement,2019,6.1,Chapter 6,Voluntary Settlement of Disputes,"Each First Nation and the Anishinabek Nation may provide services, including restorative justice or mediation services, for the voluntary settlement of disputes arising from the exercise of its law-making powers and other authorities under this Agreement."
Anishinabek Nation Governance Agreement,2019,6.2,Chapter 6,Traditional Anishinaabe Processes,"Each First Nation and the Anishinabek Nation may establishtraditional Anishinaabe processes, and impose Anishinaabe sanctions as set out in section 6.4, to deal with alleged offences under First Nation or Anishinabek Nation laws under this Agreement."
Anishinabek Nation Governance Agreement,2019,6.3,Chapter 6,Offences and Sanctions,"Subject to section 6.4, the laws of each First Nation and the Anishinabek Nation under this Agreement, may provide for the creation of offences and for the imposition of sanctions, including fines, penalties and imprisonment for the violation of those laws."
Anishinabek Nation Governance Agreement,2019,6.4,Chapter 6,Offences and Sanctions,"As an alternative to fines, penalties or imprisonment described in section 6.3, the laws of each First Nation and the Anishinabek Nation under this Agreement may provide for Anishinaabe sanctions that are consistent with Anishinaabe customs, culture, traditions and values, provided that such sanctions are proportionate to the seriousness of the offence and are not imposed on an offender without his or her consent."
Anishinabek Nation Governance Agreement,2019,6.5,Chapter 6,Offences and Sanctions,"Where the law of a First Nation or the Anishinabek Nation provides for the imposition of a fine or a term of imprisonment for the violation of that law, the sanction will not be greater than those imposed under the general penalty provisions of the Criminal Code that apply to offences punishable on summary convictions or $10,000, whichever is greater."
Anishinabek Nation Governance Agreement,2019,6.6,Chapter 6,Enforcement,Each First Nation and the Anishinabek Nation may provide for the enforcement of its laws under this Agreement and may appoint enforcement officers with powers of enforcement comparable to those provided by the laws of Ontario or Canada for officers enforcing similar laws.
Anishinabek Nation Governance Agreement,2019,6.7,Chapter 6,Prosecution,Each First Nation and the Anishinabek Nation is responsible for the prosecution of violations of its laws and may appoint individuals to conduct such prosecutions in a manner consistent with the principles of prosecutorial independence.
Anishinabek Nation Governance Agreement,2019,6.8,Chapter 6,Procedures,Each First Nation and the Anishinabek Nation may adopt procedures for the enforcement of their laws and prosecution of offences.
Anishinabek Nation Governance Agreement,2019,6.9,Chapter 6,Procedures,"The procedures adopted pursuant to section 6.8 may include, with necessary modifications:"
Anishinabek Nation Governance Agreement,2019,6.9(a),Chapter 6,Procedures,"the procedures for the prosecution of offences under the Ontario Provincial Offences Act
          or"
Anishinabek Nation Governance Agreement,2019,6.9(b),Chapter 6,Procedures,the summary conviction procedures of Part XXVII of the Criminal Code
Anishinabek Nation Governance Agreement,2019,6.10,Chapter 6,Disposition of Fines,Every fine or penalty arising out of the adjudication of a law of a First Nation will be remitted to and belong to that First Nation.
Anishinabek Nation Governance Agreement,2019,6.11,Chapter 6,Disposition of Fines,Every fine or penalty arising out of the adjudication of an Anishinabek Nation law will be remitted to and belong to the Anishinabek Nation.
Anishinabek Nation Governance Agreement,2019,6.12,Chapter 6,Adjudication,"The Federal Court of Canada has jurisdiction with respect to applications for judicial review of a Decision, provided all procedures for appeal or review applicable to that Decision have been exhausted."
Anishinabek Nation Governance Agreement,2019,6.13,Chapter 6,Adjudication,The Ontario Court of Justice has jurisdiction to hear prosecutions of offences under the laws of each First Nation and the Anishinabek Nation under this Agreement.
Anishinabek Nation Governance Agreement,2019,6.14,Chapter 6,Adjudication,The Ontario Court of Justice has jurisdiction with respect to matters arising under the laws of each First Nation and the Anishinabek Nation if those matters are within the jurisdiction of the Ontario Court of Justice under federal or provincial law dealing with the same subject matter.
Anishinabek Nation Governance Agreement,2019,6.15,Chapter 6,Adjudication,The Ontario Superior Court of Justice has jurisdiction to hear and determine:
Anishinabek Nation Governance Agreement,2019,6.15(a),Chapter 6,Adjudication,proceedings for civil matters under the laws of each First Nation and the Anishinabek Nation if those matters are within the jurisdiction of the Superior Court of Justice under federal or provincial law dealing with the same subject matter
Anishinabek Nation Governance Agreement,2019,6.15(b),Chapter 6,Adjudication,appeals of decisions of the Ontario Court of Justice with respect to matters referred to in section 6.13 and 6.14
Anishinabek Nation Governance Agreement,2019,7.1,Chapter 7,Intergovernmental Forum,"The Parties affirm that they are committed to a new government-to-government relationship based on openness, cooperation and mutual respect."
Anishinabek Nation Governance Agreement,2019,7.2,Chapter 7,Intergovernmental Forum,The Parties will establish the Anishinabek Nation - Canada Intergovernmental Forum to maintain their intergovernmental relationship and to enable cooperation on issues of mutual interest or concern.
Anishinabek Nation Governance Agreement,2019,7.3,Chapter 7,Intergovernmental Forum,The initial terms of reference for the operation of the Intergovernmental Forum are set out in Schedule B.
Anishinabek Nation Governance Agreement,2019,8.1,Chapter 8,Financial Relationship Between the Parties,The Parties will maintain a financial relationship and fiscal arrangements consistent with this Agreement.
Anishinabek Nation Governance Agreement,2019,8.2,Chapter 8,Financial Relationship Between the Parties,The Parties acknowledge that the financing of the new government to government financial relationship is a shared responsibility of the Anishinabek Nation Government and Canada.
Anishinabek Nation Governance Agreement,2019,8.3,Chapter 8,Financial Relationship Between the Parties,"The creation of the Anishinabek Nation Government, the recognition of the Anishinabek Nation Government's legislative authority under this Agreement or the exercise of the Anishinabek Nation Government's legislative authority does not create or imply any financial obligation or service delivery obligation on the part of any Party."
Anishinabek Nation Governance Agreement,2019,8.4,Chapter 8,Financial Relationship Between the Parties,The Parties acknowledge that the Anishinabek Nation Fiscal Agreement is a part of the new government to government financial relationship and sets out financial obligations applicable to both Parties.
Anishinabek Nation Governance Agreement,2019,8.5,Chapter 8,Anishinabek Nation Fiscal Agreement,"The Parties have negotiated an Anishinabek Nation Fiscal Agreement that sets out the responsibilities and commitments of the First Nations, the Anishinabek Nation, and Canada with respect to the financial arrangements to support this Agreement."
Anishinabek Nation Governance Agreement,2019,8.6,Chapter 8,Anishinabek Nation Fiscal Agreement,The Anishinabek Nation Fiscal Agreement is a contract between Canada and the Anishinabek Nation on its own behalf and on behalf of the First Nations.
Anishinabek Nation Governance Agreement,2019,8.7,Chapter 8,Anishinabek Nation Fiscal Agreement,"The Anishinabek Nation Fiscal Agreement is not a treaty within the meaning of section 35 of the Constitution Act, 1982 and does not abrogate or derogate from the Aboriginal or treaty rights of the Aboriginal peoples of Canada recognized and affirmed by section 35 of the Constitution Act, 1982."
Anishinabek Nation Governance Agreement,2019,8.8,Chapter 8,Anishinabek Nation Fiscal Agreement,The Anishinabek Nation Fiscal Agreement:
Anishinabek Nation Governance Agreement,2019,8.8(a),Chapter 8,Anishinabek Nation Fiscal Agreement,does not form part of this Agreement
Anishinabek Nation Governance Agreement,2019,8.8(b),Chapter 8,Anishinabek Nation Fiscal Agreement,does not alter any rights or obligations under this Agreement
Anishinabek Nation Governance Agreement,2019,8.8(c),Chapter 8,Anishinabek Nation Fiscal Agreement,will not be used to interpret this Agreement
Anishinabek Nation Governance Agreement,2019,8.8(d),Chapter 8,Anishinabek Nation Fiscal Agreement,will be interpreted in a manner that is consistent with this Agreement
Anishinabek Nation Governance Agreement,2019,8.9,Chapter 8,Anishinabek Nation Fiscal Agreement,"On the Effective Date, the Anishinabek Nation Fiscal Agreement will:"
Anishinabek Nation Governance Agreement,2019,8.9(a),Chapter 8,Anishinabek Nation Fiscal Agreement,set out Federally Supported Programs and Services and one -time implementation activities
Anishinabek Nation Governance Agreement,2019,8.9(b),Chapter 8,Anishinabek Nation Fiscal Agreement,set out the term of the Anishinabek Nation Fiscal Agreement and the process for concluding subsequent fiscal agreements
Anishinabek Nation Governance Agreement,2019,8.9(c),Chapter 8,Anishinabek Nation Fiscal Agreement,set out procedures for calculating Transfer Payments
Anishinabek Nation Governance Agreement,2019,8.9(d),Chapter 8,Anishinabek Nation Fiscal Agreement,set out the timing of Transfer Payments
Anishinabek Nation Governance Agreement,2019,8.9(e),Chapter 8,Anishinabek Nation Fiscal Agreement,"set out a methodology for adjusting the Transfer Payment, including changes in price and volume"
Anishinabek Nation Governance Agreement,2019,8.9(f),Chapter 8,Anishinabek Nation Fiscal Agreement,set out procedures for addressing general funding increases
Anishinabek Nation Governance Agreement,2019,8.9(g),Chapter 8,Anishinabek Nation Fiscal Agreement,set out the process for addressing any extraordinary circumstance
Anishinabek Nation Governance Agreement,2019,8.9(h),Chapter 8,Anishinabek Nation Fiscal Agreement,set out accountability requirements
Anishinabek Nation Governance Agreement,2019,8.9(i),Chapter 8,Anishinabek Nation Fiscal Agreement,set out administrative procedures
Anishinabek Nation Governance Agreement,2019,8.9(j),Chapter 8,Anishinabek Nation Fiscal Agreement,"set out procedures for the collection, exchange and verification of information, including statistical and financial information, required for the administration of the Anishinabek Nation Fiscal Agreement"
Anishinabek Nation Governance Agreement,2019,8.9(k),Chapter 8,Anishinabek Nation Fiscal Agreement,identify the dispute resolution mechanism
Anishinabek Nation Governance Agreement,2019,8.9(l),Chapter 8,Anishinabek Nation Fiscal Agreement,set out amendment procedures
Anishinabek Nation Governance Agreement,2019,8.9(m),Chapter 8,Anishinabek Nation Fiscal Agreement,set out an approach for amalgamating the fiscal agreements for the Anishinabek Nation Education Agreement and this Anishinabek Nation Governance Agreement
Anishinabek Nation Governance Agreement,2019,8.9(n),Chapter 8,Anishinabek Nation Fiscal Agreement,set out other matters agreed to by the Parties
Anishinabek Nation Governance Agreement,2019,8.10,Chapter 8,First Nations' Fiscal Contribution,The formula for calculating the First Nations' Fiscal Contribution will be set out in the Anishinabek Nation Fiscal Agreement.
Anishinabek Nation Governance Agreement,2019,8.11,Chapter 8,First Nations' Fiscal Contribution,The following types of revenues will be excluded from the First Nations' Fiscal Contribution formula:
Anishinabek Nation Governance Agreement,2019,8.11(a),Chapter 8,First Nations' Fiscal Contribution,amounts received by a First Nation or the Anishinabek Nation as a gift or donation
Anishinabek Nation Governance Agreement,2019,8.11(b),Chapter 8,First Nations' Fiscal Contribution,"amounts received by a First Nation or the Anishinabek Nation from the
          Crown concerning a settlement, court order or a decision of an adjudicative body, as compensation for past, ongoing or potential infringements of any rights under section 35 of the Constitution Act, 1982"
Anishinabek Nation Governance Agreement,2019,8.11(c),Chapter 8,First Nations' Fiscal Contribution,proceeds to any First Nation or the Anishinabek Nation from the sale or expropriation of First Nation or Anishinabek Nation lands
Anishinabek Nation Governance Agreement,2019,8.11(d),Chapter 8,First Nations' Fiscal Contribution,any other revenue sources as agreed to in writing by the Parties
Anishinabek Nation Governance Agreement,2019,8.12,Chapter 8,First Nations' Fiscal Contribution,"For greater certainty, funding received by a First Nation or the Anishinabek Nation for expenditure on programs and services from a federal or provincial source will be excluded from the First Nations' Fiscal Contribution formula."
Anishinabek Nation Governance Agreement,2019,8.13,Chapter 8,Transition from Existing Funding Arrangements to the Anishinabek Nation Fiscal Agreement,"On the Effective Date, any funding provided by Canada to each First Nation in relevant funding agreements that precede the Anishinabek Nation Fiscal Agreement for programs and services which are similar to the Federally Supported Programs and Services will be replaced by the Transfer Payment."
Anishinabek Nation Governance Agreement,2019,8.14,Chapter 8,Transfer Payment,The Transfer Payment is subject to the appropriation of funds by the Parliament of Canada.
Anishinabek Nation Governance Agreement,2019,8.15,Chapter 8,Transfer Payment,"For greater certainty, any unexpended Transfer Payment will not be returned to Canada."
Anishinabek Nation Governance Agreement,2019,8.16,Chapter 8,Accountability,Each First Nation and the Anishinabek Nation will prepare financial statements and reports in accordance with the Anishinabek Nation Fiscal Agreement and Generally Accepted Accounting Principles.
Anishinabek Nation Governance Agreement,2019,8.17,Chapter 8,Third Party Management,The Transfer Payment will not be subject to the Default Prevention Management Policy or any successor policy of the Department of Crown-Indigenous Relations and Northern Affairs or any successor department.
Anishinabek Nation Governance Agreement,2019,8.18,Chapter 8,Future Treatment of a Model Fiscal Chapter,"Canada will give notice to the Anishinabek Nation if, prior to the fifth anniversary of the Effective Date, Canada approves a revised model fiscal chapter for general use in modern treaty and self-government negotiations."
Anishinabek Nation Governance Agreement,2019,8.19,Chapter 8,Future Treatment of a Model Fiscal Chapter,"Within 2 years after the receipt of a notice from Canada, the Anishinabek Nation may propose amendments to this Chapter based on the revised model fiscal chapter referred to in section 8.18."
Anishinabek Nation Governance Agreement,2019,8.20,Chapter 8,Future Treatment of a Model Fiscal Chapter,"Within 6 months after the date the Anishinabek Nation proposes amendments, the Parties will commence negotiations with a view to reaching agreement on amendments to this Agreement that replace this Chapter with a revised chapter that is based upon the revised model fiscal chapter."
Anishinabek Nation Governance Agreement,2019,8.21,Chapter 8,Future Treatment of a Model Fiscal Chapter,"Should the Parties agree on amendments to this Chapter further to the negotiations referred to in section 8.20, the Parties will give effect to those amendments in accordance with Chapter 14."
Anishinabek Nation Governance Agreement,2019,9.1,Chapter 9,Acess to Information and Privacy,"Canada will recommend to Parliament amendments to the Access to Information Act and the Privacy Act to protect from disclosure, information provided in confidence by a First Nation or the Anishinabek Nation as if it were information provided to Canada by another government in Canada."
Anishinabek Nation Governance Agreement,2019,9.2,Chapter 9,Acess to Information and Privacy,Canada will recommend to Parliament amendments to the Privacy Act to allow a First Nation or the Anishinabek Nation access to information necessary for a First Nation or the Anishinabek Nation to exercise its law-making powers and other authorities under this Agreement.
Anishinabek Nation Governance Agreement,2019,9.3,Chapter 9,Acess to Information and Privacy,"A First Nation or the Anishinabek Nation may enter into agreements with Canada or 1 another in respect of the collection, protection, retention, use, disclosure or confidentiality of data and information."
Anishinabek Nation Governance Agreement,2019,9.4,Chapter 9,Acess to Information and Privacy,"Canada may provide information to a First Nation or the Anishinabek Nation, in confidence, provided the First Nation or the Anishinabek Nation has enacted a law for the protection of confidential information or has entered into an agreement with Canada for the protection of confidential information."
Anishinabek Nation Governance Agreement,2019,9.5,Chapter 9,Acess to Information and Privacy,Canada is not required to disclose information that is required to be withheld under a federal law.
Anishinabek Nation Governance Agreement,2019,9.6,Chapter 9,Acess to Information and Privacy,The Parties are not required to disclose information that may be withheld under a privilege at law.
Anishinabek Nation Governance Agreement,2019,9.7,Chapter 9,Acess to Information and Privacy,"Each First Nation and the Anishinabek Nation will develop and maintain a system to provide E'Dbendaagzijig with access to information held by the First Nation Government, the Anishinabek Nation Government and Anishinaabe Institutions."
Anishinabek Nation Governance Agreement,2019,9.8,Chapter 9,Acess to Information and Privacy,"In developing exemptions to access to information, each First Nation and the Anishinabek Nation will be guided by the exemptions contained in existing access to information and privacy legislation in Canada."
Anishinabek Nation Governance Agreement,2019,10.1,Chapter 10,Effective Date,The council of a First Nation who hold office on the Effective Date will be the Ogiimah and council of a First Nation and will continue to hold office until such time as the First Nation selects its representatives under its leadership selection law.
Anishinabek Nation Governance Agreement,2019,10.2,Chapter 10,Effective Date,"Until a First Nation enacts a leadership selection law under this Agreement, the election procedures that apply on the Effective Date will continue to apply."
Anishinabek Nation Governance Agreement,2019,10.3,Chapter 10,Effective Date,"Until a First Nation enacts an E'Dbendaagzijig law under this Agreement, the membership provisions of the Indian Act or the membership code of the First Nation that applies on the Effective Date will continue to apply."
Anishinabek Nation Governance Agreement,2019,10.4,Chapter 10,Effective Date,"The Grand Council Ogiimah, the Deputy Grand Council Ogiimak and the Ogiimak of the First Nations of the Anishinabek Nation will be the Grand Council until the Anishinabek Nation selects its representatives under its leadership selection law."
Anishinabek Nation Governance Agreement,2019,10.5,Chapter 10,Indian Act Transition,"Except as provided for in sections 10.6, 10.7 and 10.8, on the Effective Date, the Indian Act will continue to apply to each First Nation, its E'Dbendaagzijig and its Reserve."
Anishinabek Nation Governance Agreement,2019,10.6,Chapter 10,Indian Act Transition,"When a First Nation's E'Dbendaagzijig law enacted pursuant to section 5.12 comes into force, sections 8 to 14 of the Indian Act will no longer apply."
Anishinabek Nation Governance Agreement,2019,10.7,Chapter 10,Indian Act Transition,"When a First Nation's leadership selection law enacted pursuant to section 5.10 comes into force, sections 74 to 79 of the Indian Act will no longer apply."
Anishinabek Nation Governance Agreement,2019,10.8,Chapter 10,Indian Act Transition,On the Effective Date section 80 of the Indian Act will no longer apply.
Anishinabek Nation Governance Agreement,2019,10.9,Chapter 10,Indian Act Transition,"For the purposes of the continuing application of the Indian Act, a First Nation will be a ""band"", the Ogiimah and council of a First Nation Government will be the ""council of the band"" and an E'Dbendaagzijig will be a ""member of a band"", as those terms are defined in the Indian Act."
Anishinabek Nation Governance Agreement,2019,10.10,Chapter 10,Initial Laws,"As soon as practicable after the Effective Date, each First Nation will enact:"
Anishinabek Nation Governance Agreement,2019,10.10(a),Chapter 10,Initial Laws,a leadership selection law
Anishinabek Nation Governance Agreement,2019,10.10(b),Chapter 10,Initial Laws,an E'Dbendaagzijig law
Anishinabek Nation Governance Agreement,2019,10.10(c),Chapter 10,Initial Laws,a financial administration law
Anishinabek Nation Governance Agreement,2019,10.11,Chapter 10,Initial Laws,"As soon as practicable after the Effective Date, the Anishinabek Nation will enact:"
Anishinabek Nation Governance Agreement,2019,10.11(a),Chapter 10,Initial Laws,a leadership selection law
Anishinabek Nation Governance Agreement,2019,10.11(b),Chapter 10,Initial Laws,a financial administration law
Anishinabek Nation Governance Agreement,2019,10.12,Chapter 10,Application of First Nations Land Management Act,The First Nations Land Management Act will continue to apply to a First Nation who has a land code in force under the First Nations Land Management Act.
Anishinabek Nation Governance Agreement,2019,10.13,Chapter 10,Application of First Nations Land Management Act,"Except as provided for in this Agreement, in the event of a Conflict between the First Nations Land Management Act and this Agreement, this Agreement will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,10.14,Chapter 10,Application of First Nations Elections Act,"When a First Nation's leadership selection law enacted pursuant to section 5.10 comes into force, the First Nations Elections Act will no longer apply to that First Nation."
Anishinabek Nation Governance Agreement,2019,11.1,Chapter 11,Relationship of Laws,"The laws of each First Nation and the Anishinabek Nation enacted under this Agreement operate concurrently with federal and provincial laws, unless otherwise provided for in this Agreement."
Anishinabek Nation Governance Agreement,2019,11.2,Chapter 11,Application of Federal Laws,"Federal laws apply to each First Nation, its Government, its Anishinaabe Institutions, its Reserve and all persons on its Reserve, unless otherwise provided for in this Agreement."
Anishinabek Nation Governance Agreement,2019,11.3,Chapter 11,Application of Federal Laws,"Federal laws apply to the Anishinabek Nation, its Government and its Anishinaabe Institutions, unless otherwise provided for in this Agreement."
Anishinabek Nation Governance Agreement,2019,11.4,Chapter 11,Application of Federal Laws,"For greater certainty, the law-making powers of each First Nation and the Anishinabek Nation under this Agreement do not extend to matters not specifically addressed in this Agreement, including:"
Anishinabek Nation Governance Agreement,2019,11.4(a),Chapter 11,Application of Federal Laws,criminal law or criminal procedure
Anishinabek Nation Governance Agreement,2019,11.4(b),Chapter 11,Application of Federal Laws,labour relations and working conditions
Anishinabek Nation Governance Agreement,2019,11.4(c),Chapter 11,Application of Federal Laws,Intellectual Property
Anishinabek Nation Governance Agreement,2019,11.4(d),Chapter 11,Application of Federal Laws,"aeronautics, navigation and shipping
          or"
Anishinabek Nation Governance Agreement,2019,11.4(e),Chapter 11,Application of Federal Laws,the official languages of Canada
Anishinabek Nation Governance Agreement,2019,11.5,Chapter 11,Application of Provincial Laws,"Any applicable provincial laws continue to apply to each First Nation, its Government, its Anishinaabe Institutions, its Reserve and all persons on its Reserve unless otherwise provided for in this Agreement."
Anishinabek Nation Governance Agreement,2019,11.6,Chapter 11,Application of Provincial Laws,"Any applicable provincial laws apply to the Anishinabek Nation, its Government and its Anishinaabe Institutions, unless otherwise provided for in this Agreement."
Anishinabek Nation Governance Agreement,2019,11.7,Chapter 11,Conflict of Laws,"Notwithstanding any other provision in this Agreement, a federal law in relation to peace, order and good government, criminal law, the protection of the health and safety of all Canadians, the protection of human rights or other matters of overriding national importance, prevails to the extent of a Conflict with a law of a First Nation or the Anishinabek Nation under this Agreement."
Anishinabek Nation Governance Agreement,2019,11.8,Chapter 11,Conflict of Laws,"A federal or provincial law prevails to the extent of a Conflict with a provision of a First Nation law or an Anishinabek Nation law under this Agreement that has a double aspect with, or an incidental impact on, a subject matter for which the First Nation or the Anishinabek Nation:"
Anishinabek Nation Governance Agreement,2019,11.8(a),Chapter 11,Conflict of Laws,"has no law-making power under this Agreement
          or"
Anishinabek Nation Governance Agreement,2019,11.8(b),Chapter 11,Conflict of Laws,has law-making power under this Agreement but in respect of which this Agreement sets out that a federal or provincial law would prevail in the event of a Conflict
Anishinabek Nation Governance Agreement,2019,11.9,Chapter 11,Conflict of Laws,"In the event of a Conflict between the federal legislation giving effect to this Agreement and this Agreement, this Agreement prevails to the extent of the Conflict."
