Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.11.13," Yukon Indian People holding traplines whose Furbearer Harvesting opportunities will be diminished due to other resource development activities shall be compensated. Government shall establish a process following the Effective Date of the Yukon First Nation's Final Agreement for compensation, including designation of the Persons responsible for compensation.",fish wildlife yukon indian people holding traplines whose furbearer harvesting opportunity diminished due resource development activity shall compensated government shall establish process following effective date yukon nation final agreement compensation including designation person responsible compensation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.11.13.1, Nothing in 16.11.13 shall be construed to affect a Yukon Indian Person's right to compensation pursuant to Law before the process in 16.11.13 is established.,fish wildlife nothing shall construed affect yukon indian person right compensation pursuant law process established
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.11.13.1,Government Access,fish wildlife government access
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.11.14," The designation of a trapline as Category 1 shall not restrict access by Government, in accordance with the provisions of the Umbrella Final Agreement, to that trapline to handle or collect animals for scientific or management reasons.",fish wildlife designation trapline category shall restrict access government accordance provision umbrella final agreement trapline handle collect animal scientific management reason
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.0,Access for Wildlife Harvesting on Settlement Land,fish wildlife access wildlife harvesting settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.1, Any trapper whose trapline is wholly or partially on Settlement Land shall continue to exercise all rights as a trapper to his or her existing trapline without fee in accordance with Settlement Agreements and Laws of General Application and bylaws established by the Council.,fish wildlife trapper whose trapline wholly partially settlement land shall continue exercise right trapper existing trapline without fee accordance settlement agreement law general application bylaw established council
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.2,"Where a Category 2 Trapline lies wholly or in part on Settlement Land, the holder of the trapline shall elect either to:",fish wildlife category trapline lie wholly settlement land holder trapline shall elect either
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.2.1, retain that portion of the trapline on Settlement Land and exercise the rights pursuant to 16.12.1;,fish wildlife retain portion trapline settlement land exercise right pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.2.2, make the trapline available for exchange for another trapline; or,fish wildlife make trapline available exchange another trapline
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.2.3, sell that portion of the trapline on Settlement Land to the affected Yukon First Nation.,fish wildlife sell portion trapline settlement land affected yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.3," Subject to 16.12.4 and 16.12.10, any Person has a right of access to enter and stay on Undeveloped Category B Settlement Land without the consent of the affected Yukon First Nation for the purpose of noncommercial Harvesting of Fish and Wildlife, if permitted by, and in accordance with Laws which apply to lands under the administration and control of the Commissioner.",fish wildlife subject person right access enter stay undeveloped category b settlement land without consent affected yukon purpose noncommercial harvesting fish wildlife permitted accordance law apply land administration control commissioner
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.4," The Minister of the Yukon responsible for Fish and Wildlife may, on his own initiative or at the request of a person or entity holding title to any Parcel which is or was Category B Settlement Land from which the Public Access for Wildlife Harvesting is reserved, release and discharge the Public Access for Wildlife Harvesting in respect of that Parcel in whole or in part on such terms and conditions as he decides.",fish wildlife minister yukon responsible fish wildlife may initiative request person entity holding title parcel category b settlement land public access wildlife harvesting reserved release discharge public access wildlife harvesting respect parcel whole term condition decides
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.5," Subject to Settlement Agreements, and notwithstanding a Yukon First Nation's ownership of the Bed of waterbodies set out in Chapter 5 - Tenure and Management of Settlement Lands, Government reserves the right to manage the fishery and to determine who may fish in those waterbodies which are adjacent to a Waterfront Right-of-Way.",fish wildlife subject settlement agreement notwithstanding yukon nation ownership bed waterbodies set tenure management settlement land government reserve right manage fishery determine may fish waterbodies adjacent waterfront rightofway
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.6," Where a Yukon First Nation owns the Bed of a waterbody and there is no adjacent Waterfront Right-of-Way, that Yukon First Nation has an exclusive right to fish in that portion of the Bed of the waterbody owned by the Yukon First Nation unless otherwise agreed in Settlement Agreements.",fish wildlife yukon owns bed waterbody adjacent waterfront rightofway yukon exclusive right fish portion bed waterbody owned yukon unless otherwise agreed settlement agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.7," An outfitting concession holder has the right of access to cross and to make necessary stops on Settlement Land to reach that outfitting area without the consent of the affected Yukon First Nation. The outfitting concession holder's right of access shall include the right to erect temporary camps and to graze horses incidental to such access, and to travel over the land with employees and clients and their equipment but shall not include the right to hunt thereon or to erect any permanent camp thereon.",fish wildlife outfitting concession holder right access cross make necessary stop settlement land reach outfitting area without consent affected yukon outfitting concession holder right access shall include right erect temporary camp graze horse incidental access travel land employee client equipment shall include right hunt thereon erect permanent camp thereon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.8, Yukon First Nations whose final land selections may adversely affect existing outfitting concessions shall negotiate with the outfitting concession holder to determine terms and conditions that can be established to mitigate any impact on the outfitting concession.,fish wildlife yukon nation whose final land selection may adversely affect existing outfitting concession shall negotiate outfitting concession holder determine term condition established mitigate impact outfitting concession
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.9," To the extent the impact of final land selections on existing outfitting concessions cannot be resolved through negotiations between the outfitting concession holder and a Yukon First Nation, Government will compensate the outfitting concession holder for provable loss caused by the concession holder's inability to use Settlement Land within that concession area for outfitting. Provable loss shall be defined prior to the enactment of Settlement Legislation.",fish wildlife extent impact final land selection existing outfitting concession resolved negotiation outfitting concession holder yukon government compensate outfitting concession holder provable loss caused concession holder inability use settlement land within concession area outfitting provable loss shall defined prior enactment settlement legislation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.10, The rights of access provided by 16.12.3 and 16.12.7 are subject to the conditions that there shall be no:,fish wildlife right access provided subject condition shall
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.10.1, significant damage to Settlement Land or to improvements on Settlement Land;,fish wildlife significant damage settlement land improvement settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.10.2, mischief committed on Settlement Land;,fish wildlife mischief committed settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.10.3, significant interference with the use and peaceful enjoyment of its Settlement Land by the Yukon First Nation;,fish wildlife significant interference use peaceful enjoyment settlement land yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.10.4, fee or charge payable to the affected Yukon First Nation other than that provided for in 16.5.1.13 and 16.5.1.14; or,fish wildlife fee charge payable affected yukon provided
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.10.5, compensation for damage other than significant damage.,fish wildlife compensation damage significant damage
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.12.11," A Person who fails to comply with the conditions in 16.12.10.1, 16.12.10.2 or 16.12.10.3 shall be considered a trespasser with respect to that incident of access.",fish wildlife person fails comply condition shall considered trespasser respect incident access
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.13.0,Training and Education,fish wildlife training education
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.13.1," The parties to the Umbrella Final Agreement shall immediately investigate the needs, opportunities and structures required to ensure the adequate development of human resources needed by Yukon First Nations and other Yukon residents in renewable resources management and related economic development opportunities. The parties to the Umbrella Final Agreement agree to design the structures necessary to develop these human resources.",fish wildlife party umbrella final agreement shall immediately investigate need opportunity structure required ensure adequate development human resource needed yukon nation yukon resident renewable resource management related economic development opportunity party umbrella final agreement agree design structure necessary develop human resource
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.13.2," The Yukon shall provide trapper training programs, designed in collaboration with Yukon First Nations and the Councils, for Yukon Indian People as required from time to time, to encourage effective involvement of trappers in the management and development of traplines. Unless the Yukon otherwise decides, these training programs shall be provided for 10 years from the enactment of Settlement Legislation.",fish wildlife yukon shall provide trapper training program designed collaboration yukon nation council yukon indian people required time time encourage effective involvement trapper management development traplines unless yukon otherwise decides training program shall provided year enactment settlement legislation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.13.3," Government and Yukon First Nations shall cooperate in providing crosscultural orientation and education for Board, Sub-Committee and Council members.",fish wildlife government yukon nation shall cooperate providing crosscultural orientation education board subcommittee council member
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.14.0,Implementation Provisions,fish wildlife implementation provision
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.14.1," Canada shall recommend to Parliament the repeal of section 19(3) of the Yukon Act, R.S.C. 1985, c. Y-2 upon the enactment of Settlement Legislation.",fish wildlife canada shall recommend parliament repeal yukon act rsc c upon enactment settlement legislation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.15.0,Harvest Support Program,fish wildlife harvest support program
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,,16.15.1, The parties to the Umbrella Final Agreement agree to complete a feasibility study on the design of a Harvesting support program in the Yukon prior to Settlement Legislation.,fish wildlife party umbrella final agreement agree complete feasibility study design harvesting support program yukon prior settlement legislation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,1.0,Definitions,fish wildlife schedule determination basic need allocation drainage basin yukon river definition
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,1.0,"In this schedule, the following definitions shall apply.",fish wildlife schedule determination basic need allocation drainage basin yukon river schedule following definition shall apply
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,1.0,"""Contractor"" means the contractor appointed pursuant to 3.7.",fish wildlife schedule determination basic need allocation drainage basin yukon river contractor mean contractor appointed pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,1.0,"""Minister"" means the Minister of Fisheries and Oceans.",fish wildlife schedule determination basic need allocation drainage basin yukon river minister mean minister fishery ocean
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,1.0,"""Study"" means the Yukon River Drainage Basin Salmon Harvest Study.",fish wildlife schedule determination basic need allocation drainage basin yukon river study mean yukon river drainage basin salmon harvest study
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,1.0,"""Yukon First Nation"" and ""Yukon First Nations"" have the same meaning as
in Chapter 1 - Definitions, but do not include the Liard First Nation.",fish wildlife schedule determination basic need allocation drainage basin yukon river yukon yukon nation meaning definition include liard
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,2.0,General,fish wildlife schedule determination basic need allocation drainage basin yukon river general
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,2.1, A basic needs allocation required by 16.10.4 shall be determined for each Yukon First Nation in accordance with 3.0 or 4.0.,fish wildlife schedule determination basic need allocation drainage basin yukon river basic need allocation required shall determined yukon accordance
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,2.2, Harvesting of Salmon pursuant to 16.4.2 by Yukon Indian People enrolled under the Yukon First Nation Final Agreement of a Yukon First Nation for which a basic needs allocation for Salmon has been established shall thereafter be limited to the basic needs allocation.,fish wildlife schedule determination basic need allocation drainage basin yukon river harvesting salmon pursuant yukon indian people enrolled yukon final agreement yukon basic need allocation salmon established shall thereafter limited basic need allocation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,2.3, The provisions of 16.4.4.1 shall not apply to a Yukon First Nation until every Yukon First Nation's basic needs allocation has been established.,fish wildlife schedule determination basic need allocation drainage basin yukon river provision shall apply yukon every yukon nation basic need allocation established
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.0,Yukon River Drainage Basin Salmon Harvest Study,fish wildlife schedule determination basic need allocation drainage basin yukon river yukon river drainage basin salmon harvest study
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.1, The Council for Yukon Indians and the Minister shall jointly cause the Study to be carried out.,fish wildlife schedule determination basic need allocation drainage basin yukon river council yukon indian minister shall jointly cause study carried
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.2," The purpose of the Study is to determine for each Yukon First Nation, the arithmetic average of the actual annual harvest of all species of Salmon in the drainage basin of the Yukon River by persons eligible to be enrolled as Yukon Indian People under the Final Agreement of a Yukon First Nation.",fish wildlife schedule determination basic need allocation drainage basin yukon river purpose study determine yukon arithmetic average actual annual harvest specie salmon drainage basin yukon river person eligible enrolled yukon indian people final agreement yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.3," Subject to 3.4, the actual annual harvest for the study shall be determined during a five year period.",fish wildlife schedule determination basic need allocation drainage basin yukon river subject actual annual harvest study shall determined five year period
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.4," If, during the Study, the exercise of the right under 16.4.2 to harvest Salmon for Subsistence is actually limited pursuant to 16.3.3, the Contractor will, at the request of the Salmon Sub-Committee, eliminate from the Study the year in which the limitation occurs and the Study will be extended by one year, provided that the Study shall be completed in no more than eight years regardless of the number of years which are eliminated under this provision.",fish wildlife schedule determination basic need allocation drainage basin yukon river study exercise right harvest salmon subsistence actually limited pursuant contractor request salmon subcommittee eliminate study year limitation occurs study extended one year provided study shall completed eight year regardless number year eliminated provision
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.5," The Council for Yukon Indians and the Minister shall negotiate terms of reference for the Study within six months after the effective date of Settlement Legislation, failing which, either party may refer any outstanding matter to the dispute resolution process under 26.3.0.",fish wildlife schedule determination basic need allocation drainage basin yukon river council yukon indian minister shall negotiate term reference study within six month effective date settlement legislation failing either party may refer outstanding matter dispute resolution process
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.6, The terms of reference for the Study shall include:,fish wildlife schedule determination basic need allocation drainage basin yukon river term reference study shall include
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.6.1," an initial one year period during which the Contractor is to assist the Yukon First Nations, Government and other interested parties to prepare for the Study so as to best ensure the accuracy of the Study;",fish wildlife schedule determination basic need allocation drainage basin yukon river initial one year period contractor assist yukon nation government interested party prepare study best ensure accuracy study
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.6.2, a requirement that the Contractor consider how to balance the change over time in the population of a Yukon First Nation with the factors listed in 16.10.3 in a better way than is reflected in 3.9.1;,fish wildlife schedule determination basic need allocation drainage basin yukon river requirement contractor consider balance change time population yukon factor listed better way reflected
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.6.3, the other requirements of this schedule; and ,fish wildlife schedule determination basic need allocation drainage basin yukon river requirement schedule
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.6.4, such other provisions as the parties may agree.,fish wildlife schedule determination basic need allocation drainage basin yukon river provision party may agree
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.7," The Council for Yukon Indians and the Minister shall, within four months after completing the terms of reference, jointly appoint an independent contractor to carry out the Study, and, failing agreement, either party may refer the matter of the appointment to arbitration under 26.7.0.",fish wildlife schedule determination basic need allocation drainage basin yukon river council yukon indian minister shall within four month completing term reference jointly appoint independent contractor carry study failing agreement either party may refer matter appointment arbitration
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.8, An arbitrator acting pursuant to 3.7 shall appoint an independent contractor in accordance with the terms of reference and any bidding criteria the parties have agreed to.,fish wildlife schedule determination basic need allocation drainage basin yukon river arbitrator acting pursuant shall appoint independent contractor accordance term reference bidding criterion party agreed
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.9, The basic needs allocation for Salmon for a Yukon First Nation shall be determined in accordance with 3.9.1 or 3.9.2.,fish wildlife schedule determination basic need allocation drainage basin yukon river basic need allocation salmon yukon shall determined accordance
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.9.1, The basic needs allocation for Salmon for a Yukon First Nation shall be the greater of:,fish wildlife schedule determination basic need allocation drainage basin yukon river basic need allocation salmon yukon shall greater
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.9.1.1," the arithmetic average of the actual annual harvest of Salmon for the years of the Study which are not eliminated pursuant to 3.4, plus 10 percent of that number; and",fish wildlife schedule determination basic need allocation drainage basin yukon river arithmetic average actual annual harvest salmon year study eliminated pursuant plus percent number
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.9.1.2, the percentage of the Total Allowable Catch which is equal to the basic needs allocation determined under 3.9.1.1 divided by the Total Allowable Catch arithmetically averaged over the years of the Study which are not eliminated pursuant to 3.4.,fish wildlife schedule determination basic need allocation drainage basin yukon river percentage total allowable catch equal basic need allocation determined divided total allowable catch arithmetically averaged year study eliminated pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.9.2," If, within three months of the release of the results of the Study, a Yukon First Nation so requests, the Minister and the Yukon First Nation will negotiate with a view to agreeing to make changes to 3.9.1 to balance better the change over time in population of the Yukon First Nation with the factors listed 16.10.3, and each party will consider in negotiations the recommendations of the contractor referred to in 3.6.2 and the factors described in 16.10.3.",fish wildlife schedule determination basic need allocation drainage basin yukon river within three month release result study yukon request minister yukon negotiate view agreeing make change balance better change time population yukon factor listed party consider negotiation recommendation contractor referred factor described
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.9.3," If, after one year following the request to negotiate, the parties have not reached agreement, either party may, within a further 30 days, refer any outstanding matter to the dispute resolution process under 26.4.0.",fish wildlife schedule determination basic need allocation drainage basin yukon river one year following request negotiate party reached agreement either party may within day refer outstanding matter dispute resolution process
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,3.9.4," If no agreement is reached under 3.9.2, no reference to dispute resolution is made under 3.9.3, or no agreement is reached within four months following a reference to dispute resolution, the basic needs allocation for the Yukon First Nation shall be as set out in 3.9.1.",fish wildlife schedule determination basic need allocation drainage basin yukon river agreement reached reference dispute resolution made agreement reached within four month following reference dispute resolution basic need allocation yukon shall set
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,4.0,Negotiation of a Basic Needs Allocation,fish wildlife schedule determination basic need allocation drainage basin yukon river negotiation basic need allocation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule A: Determination of Basic Needs Allocation for the Drainage Basin of the Yukon River,4.1," The Minister and a Yukon First Nation, at the request of the Yukon First Nation, may, at any time before the end of the second year of the Study, negotiate a basic needs allocation for Salmon for that Yukon First Nation in accordance with 16.10.3, and thereafter the Study shall no longer include that Yukon First Nation.",fish wildlife schedule determination basic need allocation drainage basin yukon river minister yukon request yukon may time end second year study negotiate basic need allocation salmon yukon accordance thereafter study shall longer include yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule B: Category 1 Traplines,1.0, List of Category 1 Traplines in the Traditional Territory of the First Nation of Nacho Nyak Dun,fish wildlife schedule b category traplines list category traplines traditional territory nacho nyak dun
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule B: Category 1 Traplines,1.1, The following are Category 1 Traplines held by the First Nation of Nacho Nyak Dun:,fish wildlife schedule b category traplines following category traplines held nacho nyak dun
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule B: Category 1 Traplines,1.1.1," 9, 10, 1, 12, 40, 46, 47, 48, and 50.",fish wildlife schedule b category traplines 
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 16 - Fish and Wildlife,Schedule B: Category 1 Traplines,1.2, The following are Category 1 Traplines held by individuals:,fish wildlife schedule b category traplines following category traplines held individual
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.1.0,Definitions,forest resource definition
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.1.0,"In this chapter, the following definitions shall apply.",forest resource following definition shall apply
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.1.0,Specific Provision,forest resource specific provision
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.1.0,"""Extra Fire Fighters"" means personnel other than regular employees or
seasonally employed crews, hired on a casual basis in anticipation of
fire fighting activities.",forest resource extra fire fighter mean personnel regular employee seasonally employed crew hired casual basis anticipation fire fighting activity
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.1.0,"""Forest Resources Management"" includes forest conservation, reforestation and
silviculture.",forest resource forest resource management includes forest conservation reforestation silviculture
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.1.0,"""Forest Resources"" includes all flora in a wild state.",forest resource forest resource includes flora wild state
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.1.0,"""Tree"" means a single-stemmed perennial woody plant in a wild state.",forest resource tree mean singlestemmed perennial woody plant wild state
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.2.0,General,forest resource general
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.2.1," Subject to its Settlement Agreement, each Yukon First Nation shall own, manage, allocate and protect the Forest Resources on its Settlement Land.",forest resource subject settlement agreement yukon shall manage allocate protect forest resource settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.2.2, The Minister shall Consult with the affected Renewable Resources Councils:,forest resource minister shall consult affected renewable resource council
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.2.2.1," prior to establishing a new policy likely to significantly affect Forest Resources Management, allocation or forestry practices; and",forest resource prior establishing new policy likely significantly affect forest resource management allocation forestry practice
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.2.2.2," prior to recommending to Parliament or the Legislative Assembly, as the case may be, Legislation concerning Forest Resources in the Yukon.",forest resource prior recommending parliament legislative assembly case may legislation concerning forest resource yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.0,Forest Resources Harvesting,forest resource forest resource harvesting
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.1, Subject to this chapter:,forest resource subject
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.1.1," Yukon Indian People shall have the right, during all seasons of the year, to harvest Forest Resources on Crown Land for purposes incidental to the exercise of their traditional pursuits of hunting, fishing, trapping and gathering;",forest resource yukon indian people shall right season year harvest forest resource crown land purpose incidental exercise traditional pursuit hunting fishing trapping gathering
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.1.2," each Yukon First Nation shall have the right, during all seasons of the year, to harvest Trees on Crown Land to a maximum of 500 cubic metres per calendar year to provide for non-commercial community purposes; and",forest resource yukon shall right season year harvest tree crown land maximum cubic metre per calendar year provide noncommercial community purpose
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.1.3," Yukon Indian People shall have the right during all seasons of the year to harvest Forest Resources on Crown Land incidental to the practice of their traditional customs, culture and religion or for the traditional production of handicrafts and implements.",forest resource yukon indian people shall right season year harvest forest resource crown land incidental practice traditional custom culture religion traditional production handicraft implement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.2," The rights provided by 17.3.1 are subject to Legislation enacted for reasons of Forest Resources Management, land management, Conservation, protection of the environment, and for public health and public safety.",forest resource right provided subject legislation enacted reason forest resource management land management conservation protection environment public health public safety
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.3," For the purposes of 17.3.1, where Legislation referred to in 17.3.2 requires the issuance of a permit or licence, such permit or licence issued to a Yukon Indian Person or a Yukon First Nation, as the case may be, shall be without fee.",forest resource purpose legislation referred requires issuance permit licence permit licence issued yukon indian person yukon case may shall without fee
